minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1,SCA 2,SCA 2,opponent
36,Leandro Trossard,Arsenal,0.05,0.23,Saved,19.0,Left Foot,,Kai Havertz,Pass (Live),Declan Rice,Pass (Live),Burnley
37,Bukayo Saka,Arsenal,0.03,,Blocked,23.0,Left Foot,,Gabriel Dos Santos,Pass (Live),Bukayo Saka,Pass (Live),Burnley
45,Gabriel Dos Santos,Arsenal,0.03,,Blocked,31.0,Left Foot,,Jorginho,Pass (Live),Bukayo Saka,Pass (Live),Burnley
45+1,Bukayo Saka,Arsenal,0.08,,Off Target,9.0,Head,,Oleksandr Zinchenko,Pass (Live),Gabriel Martinelli,Pass (Live),Burnley
45+1,Leandro Trossard,Arsenal,0.35,0.98,Goal,2.0,Head,,Bukayo Saka,Shot,,,Burnley
50,Gabriel Dos Santos,Arsenal,0.12,,Off Target,7.0,Head,,Gabriel Martinelli,Pass (Live),Oleksandr Zinchenko,Pass (Live),Burnley
54,Josh Brownhill,Burnley,0.07,0.11,Goal,14.0,Left Foot,Deflected,Luca Koleosho,Pass (Live),Luca Koleosho,Take-On,Arsenal
57,Gabriel Martinelli,Arsenal,0.12,0.11,Saved,13.0,Right Foot,,Declan Rice,Pass (Live),Gabriel Martinelli,Tackle,Burnley
57,William Saliba,Arsenal,0.64,0.98,Goal,2.0,Head,,Leandro Trossard,Pass (Dead),Gabriel Martinelli,Shot,Burnley
65,Luca Koleosho,Burnley,0.01,,Off Target,29.0,Right Foot,,Josh Brownhill,Pass (Live),Charlie Taylor,Pass (Live),Arsenal
67,Declan Rice,Arsenal,0.03,,Off Target,29.0,Right Foot,,Jorginho,Pass (Live),Oleksandr Zinchenko,Pass (Live),Burnley
74,Oleksandr Zinchenko,Arsenal,0.04,0.46,Goal,15.0,Left Foot,Volley,Oleksandr Zinchenko,Pass (Live),Gabriel Dos Santos,Pass (Live),Burnley
79,Leandro Trossard,Arsenal,0.05,,Blocked,13.0,Right Foot,,Gabriel Martinelli,Pass (Live),Leandro Trossard,Pass (Dead),Burnley
86,Dara O'Shea,Burnley,0.03,,Off Target,6.0,Other,,Jóhann Berg Guðmundsson,Pass (Dead),,,Arsenal
90+10,Michael Obafemi,Burnley,0.03,,Off Target,22.0,Right Foot,,Wilson Odobert,Pass (Live),Aaron Ramsey,Pass (Live),Arsenal
1,Ryan Christie,Bournemouth,0.09,0.06,Saved,17.0,Left Foot,,Marcus Tavernier,Pass (Live),Justin Kluivert,Pass (Live),Newcastle Utd
2,Antoine Semenyo,Bournemouth,0.07,0.1,Saved,22.0,Left Foot,,Ryan Christie,Pass (Live),,,Newcastle Utd
3,Antoine Semenyo,Bournemouth,0.04,,Off Target,9.0,Head,,Dominic Solanke,Pass (Live),Lloyd Kelly,Pass (Dead),Newcastle Utd
8,Sean Longstaff,Newcastle Utd,0.04,0.12,Saved,26.0,Right Foot,,Joelinton,Pass (Live),,,Bournemouth
11,Dominic Solanke,Bournemouth,0.09,,Blocked,8.0,Right Foot,,Antoine Semenyo,Pass (Live),Neto,Pass (Live),Newcastle Utd
18,Lewis Hall,Newcastle Utd,0.02,0.07,Saved,20.0,Left Foot,,Lewis Hall,Take-On,Joe Willock,Pass (Live),Bournemouth
29,Justin Kluivert,Bournemouth,0.03,0.16,Saved,30.0,Right Foot,,Justin Kluivert,Take-On,Lewis Cook,Pass (Live),Newcastle Utd
31,Ryan Christie,Bournemouth,0.04,0.1,Saved,17.0,Left Foot,Volley,Justin Kluivert,Shot,,,Newcastle Utd
37,Antoine Semenyo,Bournemouth,0.05,,Off Target,14.0,Right Foot,,Max Aarons,Pass (Live),Illia Zabarnyi,Pass (Live),Newcastle Utd
40,Matt Ritchie,Newcastle Utd,0.02,,Off Target,18.0,Right Foot,Volley,,,,,Bournemouth
51,Antoine Semenyo,Bournemouth,0.06,,Blocked,16.0,Right Foot,,,,,,Newcastle Utd
59,Joe Willock,Newcastle Utd,0.13,0.52,Saved,2.0,Left Foot,,Anthony Gordon,Fouled,Joe Willock,Pass (Live),Bournemouth
60,Dominic Solanke,Bournemouth,0.27,0.57,Goal,10.0,Right Foot,,Ryan Christie,Pass (Live),Marcos Senesi,Pass (Live),Newcastle Utd
63,Anthony Gordon,Newcastle Utd,0.07,0.02,Saved,26.0,Right Foot,,Anthony Gordon,Take-On,Valentino Livramento,Pass (Live),Bournemouth
72,Marcus Tavernier,Bournemouth,0.04,0.26,Saved,21.0,Left Foot,,Luis Sinisterra,Pass (Live),Marcos Senesi,Pass (Live),Newcastle Utd
73,Luis Sinisterra,Bournemouth,0.08,,Woodwork,6.0,Head,,Lewis Cook,Pass (Dead),Marcus Tavernier,Shot,Newcastle Utd
73,Dominic Solanke,Bournemouth,0.73,0.95,Goal,3.0,Right Foot,Volley,Luis Sinisterra,Shot,,,Newcastle Utd
77,Sean Longstaff,Newcastle Utd,0.13,,Off Target,13.0,Left Foot,,Jamaal Lascelles,Pass (Live),Joelinton,Pass (Live),Bournemouth
80,Luis Sinisterra,Bournemouth,0.02,,Off Target,21.0,Right Foot,,Marcus Tavernier,Pass (Live),Ryan Christie,Pass (Live),Newcastle Utd
81,Luis Sinisterra,Bournemouth,0.23,,Blocked,10.0,Left Foot,,Dominic Solanke,Pass (Live),Marcus Tavernier,Pass (Live),Newcastle Utd
89,Dominic Solanke,Bournemouth,0.06,,Off Target,11.0,Left Foot,,Ryan Christie,Pass (Live),,,Newcastle Utd
90,Luis Sinisterra,Bournemouth,0.11,0.35,Saved,22.0,Right Foot,,Dango Ouattara,Pass (Live),Lloyd Kelly,Pass (Live),Newcastle Utd
90,Dango Ouattara,Bournemouth,0.16,0.13,Saved,18.0,Right Foot,,,,,,Newcastle Utd
90+1,Matt Ritchie,Newcastle Utd,0.05,0.02,Saved,21.0,Left Foot,,Joelinton,Pass (Live),Anthony Gordon,Pass (Live),Bournemouth
90+2,Marcus Tavernier,Bournemouth,0.18,,Off Target,14.0,Left Foot,,Ryan Christie,Pass (Live),Luis Sinisterra,Pass (Live),Newcastle Utd
90+4,Fabian Schar,Newcastle Utd,0.03,,Off Target,29.0,Right Foot,,Kieran Trippier,Pass (Live),Anthony Gordon,Pass (Live),Bournemouth
90+7,Luis Sinisterra,Bournemouth,0.18,0.18,Saved,13.0,Right Foot,Deflected,Ryan Christie,Pass (Live),Illia Zabarnyi,Pass (Live),Newcastle Utd
1,Vitaliy Mykolenko,Everton,0.06,,Blocked,20.0,Right Foot,,Dominic Calvert-Lewin,Pass (Live),Amadou Onana,Pass (Live),Crystal Palace
1,Vitaliy Mykolenko,Everton,0.44,0.73,Goal,5.0,Head,,Jack Harrison,Pass (Live),Abdoulaye Doucouré,Pass (Live),Crystal Palace
5,Eberechi Eze (pen),Crystal Palace,0.79,0.99,Goal,13.0,Right Foot,,Eberechi Eze,Fouled,Jordan Ayew,Pass (Live),Everton
11,Odsonne Edouard,Crystal Palace,0.02,,Blocked,19.0,Right Foot,,Jefferson Lerma,Pass (Live),Tyrick Mitchell,Pass (Live),Everton
11,Odsonne Edouard,Crystal Palace,0.06,,Blocked,18.0,Right Foot,,Odsonne Édouard,Shot,,,Everton
15,Odsonne Edouard,Crystal Palace,0.09,,Blocked,21.0,Left Foot,,Odsonne Édouard,Take-On,Eberechi Eze,Pass (Live),Everton
17,Dwight McNeil,Everton,0.03,0.03,Saved,13.0,Left Foot,Volley,Ashley Young,Pass (Live),James Garner,Pass (Live),Crystal Palace
29,James Garner,Everton,0.05,,Off Target,25.0,Right Foot,,James Garner,Take-On,James Garner,Take-On,Crystal Palace
45+3,Odsonne Edouard,Crystal Palace,0.05,0.13,Saved,20.0,Right Foot,,Eberechi Eze,Pass (Live),,,Everton
49,Vitaliy Mykolenko,Everton,0.04,,Woodwork,21.0,Left Foot,Volley,Idrissa Gana Gueye,Pass (Live),Dwight McNeil,Pass (Live),Crystal Palace
49,Abdoulaye Doucoure,Everton,0.72,0.14,Goal,9.0,Right Foot,Volley,Vitaliy Mykolenko,Shot,,,Crystal Palace
54,Eberechi Eze,Crystal Palace,0.06,0.05,Saved,15.0,Right Foot,,Joel Ward,Pass (Live),Jefferson Lerma,Pass (Live),Everton
54,Joel Ward,Crystal Palace,0.06,,Off Target,17.0,Left Foot,,Eberechi Eze,Tackle,,,Everton
62,Odsonne Edouard,Crystal Palace,0.1,,Blocked,13.0,Left Foot,,Jefferson Lerma,Pass (Live),Marc Guéhi,Pass (Live),Everton
62,Jefferson Lerma,Crystal Palace,0.05,,Blocked,18.0,Left Foot,,Odsonne Édouard,Shot,,,Everton
66,Jefferson Lerma,Crystal Palace,0.1,,Off Target,20.0,Right Foot,,Odsonne Édouard,Pass (Live),Jefferson Lerma,Pass (Live),Everton
69,Michael Olise,Crystal Palace,0.02,,Blocked,23.0,Left Foot,,Jefferson Lerma,Pass (Live),Eberechi Eze,Pass (Live),Everton
74,Odsonne Edouard,Crystal Palace,0.65,0.94,Goal,5.0,Right Foot,,Jefferson Lerma,Pass (Live),Jordan Ayew,Pass (Live),Everton
86,Idrissa Gana Gueye,Everton,0.13,0.83,Goal,11.0,Left Foot,,Abdoulaye Doucouré,Pass (Live),Idrissa Gana Gueye,Pass (Live),Crystal Palace
90+5,Beto,Everton,0.09,,Off Target,11.0,Right Foot,,Jack Harrison,Pass (Live),Beto,Pass (Live),Crystal Palace
90+5,Michael Olise,Crystal Palace,0.13,,Off Target,13.0,Left Foot,,Joel Ward,Pass (Live),Joachim Andersen,Pass (Live),Everton
7,Marcus Rashford,Manchester Utd,0.04,,Off Target,13.0,Right Foot,,,,,,Luton Town
10,Rasmus Hojlund,Manchester Utd,0.75,0.94,Saved,4.0,Left Foot,Volley,Harry Maguire,Pass (Live),Harry Maguire,Pass (Live),Luton Town
16,Scott McTominay,Manchester Utd,0.14,,Off Target,9.0,Head,,Diogo Dalot,Pass (Live),Marcus Rashford,Pass (Live),Luton Town
18,Carlton Morris,Luton Town,0.05,,Blocked,10.0,Right Foot,Volley,Alfie Doughty,Pass (Live),Chiedozie Ogbene,Pass (Live),Manchester Utd
20,Alejandro Garnacho,Manchester Utd,0.08,,Off Target,15.0,Right Foot,,Harry Maguire,Pass (Live),Marcus Rashford,Pass (Live),Luton Town
22,Chiedozie Ogbene,Luton Town,0.02,0.03,Saved,26.0,Left Foot,,Issa Kaboré,Pass (Live),Chiedozie Ogbene,Pass (Live),Manchester Utd
24,Bruno Fernandes,Manchester Utd,0.12,,Off Target,21.0,Left Foot,,Alejandro Garnacho,Pass (Live),Sergio Reguilón,Pass (Live),Luton Town
28,Rasmus Hojlund,Manchester Utd,0.17,,Blocked,3.0,Right Foot,Volley,,,,,Luton Town
35,Bruno Fernandes,Manchester Utd,0.02,,Blocked,22.0,Right Foot,,Alejandro Garnacho,Pass (Live),Alejandro Garnacho,Take-On,Luton Town
36,Carlton Morris,Luton Town,0.09,0.3,Saved,12.0,Head,,Issa Kaboré,Pass (Live),,,Manchester Utd
36,Andros Townsend,Luton Town,0.03,0.26,Saved,26.0,Left Foot,,,,,,Manchester Utd
49,Rasmus Hojlund,Manchester Utd,0.19,,Off Target,6.0,Head,,Bruno Fernandes,Pass (Dead),Mason Mount,Fouled,Luton Town
50,Andros Townsend,Luton Town,0.03,,Off Target,30.0,Right Foot,,Ross Barkley,Pass (Live),Alfie Doughty,Pass (Live),Manchester Utd
51,Sergio Reguilon,Manchester Utd,0.02,,Off Target,17.0,Left Foot,,Sergio Reguilón,Pass (Live),,,Luton Town
53,Andros Townsend,Luton Town,0.04,,Blocked,18.0,Left Foot,,Chiedozie Ogbene,Pass (Live),Alfie Doughty,Pass (Live),Manchester Utd
59,Victor Lindelof,Manchester Utd,0.07,0.07,Goal,11.0,Right Foot,,,,,,Luton Town
64,Tahith Chong,Luton Town,0.05,,Blocked,16.0,Left Foot,Volley,Tahith Chong,Pass (Live),Issa Kaboré,Pass (Live),Manchester Utd
66,Ross Barkley,Luton Town,0.02,,Off Target,31.0,Right Foot,,Chiedozie Ogbene,Pass (Live),Carlton Morris,Pass (Live),Manchester Utd
70,Marcus Rashford,Manchester Utd,0.26,0.17,Saved,11.0,Right Foot,,Antony,Pass (Live),Mason Mount,Pass (Live),Luton Town
73,Ross Barkley,Luton Town,0.06,,Blocked,27.0,Right Foot,Free kick,Tahith Chong,Fouled,Ross Barkley,Pass (Live),Manchester Utd
75,Bruno Fernandes,Manchester Utd,0.15,,Blocked,13.0,Right Foot,,Sergio Reguilón,Pass (Live),Marcus Rashford,Pass (Live),Luton Town
81,Scott McTominay,Manchester Utd,0.06,0.3,Saved,12.0,Head,,Bruno Fernandes,Pass (Live),Antony,Pass (Live),Luton Town
88,Diogo Dalot,Manchester Utd,0.01,,Off Target,29.0,Right Foot,Volley,Mason Mount,Pass (Live),,,Luton Town
90+4,Bruno Fernandes,Manchester Utd,0.09,,Off Target,23.0,Right Foot,Free kick,Marcus Rashford,Fouled,,,Luton Town
90+8,Teden Mengi,Luton Town,0.03,0.09,Saved,23.0,Left Foot,,Elijah Adebayo,Fouled,Tahith Chong,Pass (Live),Manchester Utd
3,Brennan Johnson,Tottenham,0.37,0.92,Goal,4.0,Left Foot,,Pedro Porro,Pass (Live),Dejan Kulusevski,Pass (Live),Wolves
9,Joao Gomes,Wolves,0.05,,Blocked,26.0,Right Foot,,Nélson Semedo,Pass (Live),Jean-Ricner Bellegarde,Pass (Live),Tottenham
10,Rayan Ait Nouri,Wolves,0.03,,Blocked,14.0,Left Foot,,Matheus Cunha,Pass (Live),Rayan Aït Nouri,Pass (Live),Tottenham
11,Nelson Semedo,Wolves,0.02,,Blocked,23.0,Left Foot,,Nélson Semedo,Take-On,Jean-Ricner Bellegarde,Take-On,Tottenham
19,Matheus Cunha,Wolves,0.06,,Blocked,23.0,Right Foot,,Rayan Aït Nouri,Pass (Live),Rayan Aït Nouri,Take-On,Tottenham
33,Mario Lemina,Wolves,0.03,0.37,Saved,14.0,Right Foot,,Matheus Cunha,Pass (Live),Rayan Aït Nouri,Pass (Live),Tottenham
34,Toti Gomes,Wolves,0.06,,Off Target,10.0,Head,,Rayan Aït Nouri,Pass (Dead),Mario Lemina,Shot,Tottenham
45+1,Rayan Ait Nouri,Wolves,0.06,,Blocked,25.0,Right Foot,,Jean-Ricner Bellegarde,Pass (Dead),Nélson Semedo,Fouled,Tottenham
45+2,Mario Lemina,Wolves,0.14,,Blocked,5.0,Head,,Rayan Aït Nouri,Shot,,,Tottenham
45+3,Toti Gomes,Wolves,0.09,0.66,Saved,9.0,Head,,Rayan Aït Nouri,Pass (Dead),Jean-Ricner Bellegarde,Fouled,Tottenham
45+6,Ben Davies,Tottenham,0.06,,Off Target,8.0,Head,,Pedro Porro,Pass (Dead),Eric Dier,Pass (Live),Wolves
46,Jean-Ricner Bellegarde,Wolves,0.06,,Off Target,29.0,Right Foot,,Jean-Ricner Bellegarde,Take-On,,,Tottenham
53,Matheus Cunha,Wolves,0.14,,Off Target,16.0,Right Foot,,Rayan Aït Nouri,Pass (Live),Matheus Cunha,Pass (Live),Tottenham
55,Joao Gomes,Wolves,0.05,,Blocked,22.0,Right Foot,Deflected,João Gomes,Pass (Live),,,Tottenham
55,Hwang Hee-chan,Wolves,0.26,,Off Target,8.0,Right Foot,,João Gomes,Shot,,,Tottenham
56,Dejan Kulusevski,Tottenham,0.03,,Blocked,20.0,Left Foot,,Son Heung-min,Pass (Live),Eric Dier,Pass (Live),Wolves
68,Matheus Cunha,Wolves,0.04,,Off Target,63.0,Right Foot,,,,,,Tottenham
72,Brennan Johnson,Tottenham,0.04,,Off Target,30.0,Right Foot,,Pierre Højbjerg,Pass (Live),Son Heung-min,Pass (Live),Wolves
85,Sasa Kalajdzic,Wolves,0.15,,Off Target,10.0,Head,,João Gomes,Pass (Live),Rayan Aït Nouri,Pass (Dead),Tottenham
88,Son Heung-min,Tottenham,0.12,,Blocked,22.0,Right Foot,,Rodrigo Bentancur,Pass (Live),Rodrigo Bentancur,Take-On,Wolves
88,Giovani Lo Celso,Tottenham,0.08,0.48,Saved,21.0,Left Foot,,Dejan Kulusevski,Pass (Live),Son Heung-min,Shot,Wolves
90+1,Pablo Sarabia,Wolves,0.27,0.65,Goal,9.0,Left Foot,Volley,Matheus Cunha,Pass (Live),Hwang Hee-chan,Pass (Live),Tottenham
90+7,Mario Lemina,Wolves,0.62,0.94,Goal,9.0,Right Foot,,Pablo Sarabia,Pass (Live),Tommy Doyle,Pass (Dead),Tottenham
6,Moussa Diaby,Aston Villa,0.25,0.19,Saved,11.0,Left Foot,,Lucas Digne,Pass (Live),Youri Tielemans,Pass (Live),Fulham
7,Ollie Watkins,Aston Villa,0.08,,Blocked,11.0,Left Foot,Volley,Moussa Diaby,Pass (Live),Ollie Watkins,Pass (Live),Fulham
27,Moussa Diaby,Aston Villa,0.43,,Off Target,6.0,Right Foot,Volley,Youri Tielemans,Pass (Live),Douglas Luiz,Pass (Live),Fulham
38,Matty Cash,Aston Villa,0.12,0.05,Saved,17.0,Left Foot,,Pau Torres,Pass (Live),Boubacar Kamara,Pass (Live),Fulham
42,John McGinn,Aston Villa,0.13,0.55,Goal,22.0,Left Foot,,John McGinn,Take-On,Youri Tielemans,Pass (Live),Fulham
45+1,Raul Jimenez,Fulham,0.03,0.12,Saved,24.0,Right Foot,,Andreas Pereira,Pass (Live),Bobby Reid,Pass (Live),Aston Villa
45+3,Boubacar Kamara,Aston Villa,0.03,,Off Target,13.0,Head,,Douglas Luiz,Pass (Dead),Lucas Digne,Pass (Live),Fulham
45+3,Pau Torres,Aston Villa,0.04,,Off Target,24.0,Left Foot,,Boubacar Kamara,Shot,,,Fulham
45+5,Willian,Fulham,0.02,0.06,Saved,28.0,Right Foot,,Antonee Robinson,Pass (Live),João Palhinha,Pass (Live),Aston Villa
48,Raul Jimenez,Fulham,0.03,0.54,Saved,18.0,Right Foot,,Alex Iwobi,Take-On,Timothy Castagne,Pass (Live),Aston Villa
48,Willian,Fulham,0.08,,Off Target,14.0,Right Foot,,Raúl Jiménez,Shot,,,Aston Villa
53,Matty Cash,Aston Villa,0.04,0.05,Saved,17.0,Left Foot,,John McGinn,Pass (Live),Lucas Digne,Pass (Dead),Fulham
56,Alex Iwobi,Fulham,0.05,,Off Target,25.0,Right Foot,,Andreas Pereira,Pass (Live),Andreas Pereira,Take-On,Aston Villa
57,Harry Wilson,Fulham,0.05,,Off Target,14.0,Head,,Antonee Robinson,Pass (Live),Willian,Pass (Live),Aston Villa
60,Willian,Fulham,0.11,,Off Target,15.0,Left Foot,,Andreas Pereira,Pass (Live),Harry Wilson,Pass (Live),Aston Villa
64,Ollie Watkins,Aston Villa,0.92,0.98,Goal,5.0,Right Foot,,Leon Bailey,Pass (Live),John McGinn,Pass (Live),Fulham
70,Raul Jimenez,Fulham,0.54,0.56,Goal,9.0,Right Foot,,Antonee Robinson,Pass (Live),Harry Wilson,Pass (Live),Aston Villa
73,Youri Tielemans,Aston Villa,0.08,0.29,Saved,20.0,Right Foot,,Boubacar Kamara,Pass (Live),John McGinn,Pass (Live),Fulham
81,Alex Iwobi,Fulham,0.02,0.02,Saved,29.0,Right Foot,,Willian,Pass (Live),Tom Cairney,Pass (Live),Aston Villa
84,Ollie Watkins,Aston Villa,0.9,,Off Target,3.0,Head,,John McGinn,Take-On,Lucas Digne,Pass (Live),Fulham
84,Leon Bailey,Aston Villa,0.06,,Off Target,13.0,Left Foot,,Ollie Watkins,Shot,,,Fulham
2,Gustavo Hamer,Sheffield Utd,0.61,,Off Target,15.0,Head,,,,,,Brighton
4,Ansu Fati,Brighton,0.2,0.03,Saved,18.0,Right Foot,,Ansu Fati,Take-On,Mahmoud Dahoud,Pass (Live),Sheffield Utd
6,Simon Adingra,Brighton,0.43,0.83,Goal,12.0,Right Foot,,Facundo Buonanotte,Pass (Live),Simon Adingra,Pass (Live),Sheffield Utd
15,Ansu Fati,Brighton,0.26,0.06,Saved,16.0,Right Foot,,Adam Lallana,Pass (Live),Adam Webster,Pass (Live),Sheffield Utd
24,Adam Webster,Brighton,0.13,,Off Target,8.0,Head,,Pascal Groß,Pass (Dead),Facundo Buonanotte,Fouled,Sheffield Utd
30,Facundo Buonanotte,Brighton,0.15,,Off Target,8.0,Right Foot,,Billy Gilmour,Pass (Live),Pascal Groß,Pass (Live),Sheffield Utd
41,Jayden Bogle,Sheffield Utd,0.03,,Off Target,22.0,Right Foot,Volley,Luke Thomas,Pass (Live),Jayden Bogle,Pass (Live),Brighton
45+2,Billy Gilmour,Brighton,0.01,0.04,Saved,29.0,Right Foot,Volley,Simon Adingra,Fouled,Simon Adingra,Take-On,Sheffield Utd
45+5,James Mcatee,Sheffield Utd,0.1,,Blocked,9.0,Head,,Jack Robinson,Pass (Live),Gustavo Hamer,Pass (Dead),Brighton
45+5,George Baldock,Sheffield Utd,0.02,,Off Target,22.0,Right Foot,,James Mcatee,Shot,,,Brighton
51,Joao Pedro,Brighton,0.12,,Off Target,19.0,Right Foot,,Simon Adingra,Pass (Live),João Pedro,Pass (Live),Sheffield Utd
59,Jan Paul van Hecke,Brighton,0.1,,Off Target,4.0,Head,,Pascal Groß,Pass (Dead),,,Sheffield Utd
61,Kaoru Mitoma,Brighton,0.09,0.16,Saved,9.0,Left Foot,,Ansu Fati,Pass (Live),Adam Webster,Pass (Live),Sheffield Utd
62,Kaoru Mitoma,Brighton,0.01,,Blocked,29.0,Right Foot,,,,,,Sheffield Utd
62,Mahmoud Dahoud,Brighton,0.03,0.05,Saved,30.0,Right Foot,,Kaoru Mitoma,Shot,,,Sheffield Utd
74,Jayden Bogle,Sheffield Utd,0.05,,Off Target,11.0,Right Foot,,Gustavo Hamer,Pass (Live),Auston Trusty,Pass (Live),Brighton
77,Jayden Bogle,Sheffield Utd,0.18,,Off Target,15.0,Right Foot,,Cameron Archer,Pass (Live),James Mcatee,Pass (Live),Brighton
81,Oliver Norwood,Sheffield Utd,0.02,,Blocked,27.0,Right Foot,,Gustavo Hamer,Pass (Live),James Mcatee,Pass (Live),Brighton
84,Luke Thomas,Sheffield Utd,0.02,,Off Target,30.0,Left Foot,,Oliver Norwood,Pass (Live),Ben Osborn,Pass (Live),Brighton
90,Jayden Bogle,Sheffield Utd,0.03,0.03,Saved,24.0,Right Foot,Deflected,Gustavo Hamer,Pass (Live),Luke Thomas,Pass (Live),Brighton
1,Reece James,Chelsea,0.03,,Blocked,18.0,Right Foot,,Nicolas Jackson,Pass (Live),Enzo Fernández,Pass (Live),Manchester City
12,Cole Palmer,Chelsea,0.04,,Blocked,16.0,Left Foot,,Reece James,Pass (Live),Thiago Silva,Pass (Live),Manchester City
16,Julian Alvarez,Manchester City,0.04,,Blocked,13.0,Right Foot,,Rodri,Pass (Live),Kyle Walker,Pass (Live),Chelsea
17,Josko Gvardiol,Manchester City,0.01,0.03,Saved,15.0,Head,Deflected,Julián Álvarez,Pass (Dead),Julián Álvarez,Shot,Chelsea
19,Conor Gallagher,Chelsea,0.05,0.03,Saved,26.0,Right Foot,Volley,,,,,Manchester City
25,Erling Haaland (pen),Manchester City,0.79,0.99,Goal,13.0,Left Foot,,Erling Haaland,Fouled,Julián Álvarez,Pass (Live),Chelsea
27,Moises Caicedo,Chelsea,0.03,,Blocked,25.0,Right Foot,,Conor Gallagher,Pass (Live),Raheem Sterling,Pass (Live),Manchester City
28,Reece James,Chelsea,0.06,0.26,Saved,26.0,Right Foot,Free kick,Enzo Fernández,Fouled,Cole Palmer,Pass (Live),Manchester City
29,Thiago Silva,Chelsea,0.07,0.14,Goal,7.0,Head,,Conor Gallagher,Pass (Dead),Reece James,Shot,Manchester City
32,Erling Haaland,Manchester City,0.07,,Off Target,3.0,Left Foot,Volley,Phil Foden,Pass (Live),Phil Foden,Take-On,Chelsea
34,Phil Foden,Manchester City,0.07,,Off Target,16.0,Left Foot,,Rodri,Pass (Live),Rodri,Take-On,Chelsea
37,Raheem Sterling,Chelsea,0.43,0.95,Goal,4.0,Right Foot,Deflected,Enzo Fernández,Pass (Live),,,Manchester City
40,Enzo Fernandez,Chelsea,0.04,,Blocked,24.0,Left Foot,,Cole Palmer,Pass (Live),Thiago Silva,Pass (Live),Manchester City
41,Raheem Sterling,Chelsea,0.02,,Off Target,16.0,Right Foot,,Marc Cucurella,Pass (Live),Enzo Fernández,Pass (Live),Manchester City
42,Erling Haaland,Manchester City,0.31,0.37,Saved,14.0,Left Foot,,Bernardo Silva,Pass (Live),Kyle Walker,Pass (Live),Chelsea
43,Phil Foden,Manchester City,0.02,0.39,Saved,25.0,Left Foot,,Kyle Walker,Pass (Live),Rodri,Pass (Live),Chelsea
44,Nicolas Jackson,Chelsea,0.09,0.11,Saved,18.0,Left Foot,,Raheem Sterling,Take-On,Cole Palmer,Pass (Live),Manchester City
45+1,Manuel Akanji,Manchester City,0.29,0.29,Goal,8.0,Head,,Bernardo Silva,Pass (Live),Julián Álvarez,Pass (Dead),Chelsea
45+7,Nicolas Jackson,Chelsea,0.04,,Blocked,13.0,Left Foot,,Conor Gallagher,Pass (Live),Enzo Fernández,Pass (Live),Manchester City
47,Erling Haaland,Manchester City,0.87,0.98,Goal,3.0,Other,,Phil Foden,Pass (Live),Julián Álvarez,Pass (Live),Chelsea
52,Julian Alvarez,Manchester City,0.12,0.12,Saved,16.0,Right Foot,,Rodri,Pass (Live),Phil Foden,Pass (Live),Chelsea
58,Jeremy Doku,Manchester City,0.09,0.08,Saved,12.0,Right Foot,,Erling Haaland,Pass (Live),Phil Foden,Pass (Live),Chelsea
60,Cole Palmer,Chelsea,0.48,0.92,Saved,13.0,Left Foot,,Cole Palmer,Take-On,Moisés Caicedo,Pass (Live),Manchester City
61,Phil Foden,Manchester City,0.07,0.12,Saved,17.0,Left Foot,Deflected,Jack Grealish,Pass (Live),Rodri,Pass (Live),Chelsea
67,Conor Gallagher,Chelsea,0.03,0.1,Saved,31.0,Right Foot,,Moisés Caicedo,Pass (Live),Mykhailo Mudryk,Pass (Live),Manchester City
67,Nicolas Jackson,Chelsea,0.55,0.58,Goal,11.0,Right Foot,,Conor Gallagher,Shot,,,Manchester City
75,Malo Gusto,Chelsea,0.2,,Off Target,12.0,Left Foot,,Raheem Sterling,Interception,,,Manchester City
81,Conor Gallagher,Chelsea,0.02,,Off Target,33.0,Right Foot,Volley,Nicolas Jackson,Pass (Live),Raheem Sterling,Pass (Live),Manchester City
86,Mateo Kovacic,Manchester City,0.03,,Blocked,22.0,Right Foot,,Erling Haaland,Pass (Live),Mateo Kovačić,Pass (Live),Chelsea
86,Rodri,Manchester City,0.03,0.16,Goal,27.0,Left Foot,Deflected,Mateo Kovačić,Shot,,,Chelsea
90+5,Cole Palmer (pen),Chelsea,0.79,1.0,Goal,13.0,Left Foot,,Armando Broja,Fouled,Raheem Sterling,Pass (Live),Manchester City
90+9,Kyle Walker,Manchester City,0.07,,Off Target,29.0,Right Foot,Free kick,Phil Foden,Fouled,Bernardo Silva,Pass (Live),Chelsea
4,Cody Gakpo,Liverpool,0.03,0.03,Saved,28.0,Right Foot,,Cody Gakpo,Take-On,Dominik Szoboszlai,Pass (Live),Brentford
5,Ethan Pinnock,Brentford,0.15,,Off Target,10.0,Left Foot,Volley,Ben Mee,Pass (Live),Ethan Pinnock,Pass (Live),Liverpool
14,Diogo Jota,Liverpool,0.07,,Blocked,16.0,Right Foot,,Cody Gakpo,Pass (Live),,,Brentford
16,Darwin Nunez,Liverpool,0.15,0.16,Saved,9.0,Right Foot,,Mohamed Salah,Pass (Live),Darwin Núñez,Pass (Live),Brentford
18,Bryan Mbeumo,Brentford,0.04,,Off Target,12.0,Left Foot,,,,,,Liverpool
22,Dominik Szoboszlai,Liverpool,0.05,,Off Target,23.0,Left Foot,,Diogo Jota,Pass (Live),Kostas Tsimikas,Pass (Live),Brentford
