Player,Team,Position,LiveRkOv,Status (Pilot),Opponent,FPTS,FP/G,GP,GS,MIN,G,KP,AT,SOT,TKW,YC,RC,PEN,ACNC,INT,CLR,BS,DW,DL,LBA,PKM,PKD,OG,GAO,CS,GW,Ghost Points,Negative Fpts,PTS,DPT,OFF,PKG,GPR,Default FPTS,Default Ghosts,Default Negative FPTS,Status (Default),Delta,Delta Ghosts,Delta Negative FPTS
Lucas Digne,AVL,D,31,tottiand,AVL 2<br/>@TOT 1 F,8.5,8.5,1,1,90,0,2,0,1,2,0,0,0,1,1,2,0,4,5,1,0,0,0,1,0,13,9.75,-1.25,0,0,0,0,1.15,9.0,11.5,-2.5,Kish123,-0.5,-1.75,1.25
Lewis Miley,NEW,M,318,Badger12,CHE 1<br/>@NEW 4 F,8.25,8.25,1,1,88,0,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,13,2.0,-0.75,1,0,0,0,0.24,8.5,2.5,0.0,W (Thu),-0.25,-0.5,-0.75
Idrissa Gueye,EVE,M,183,W (Tue),MUN 3<br/>@EVE 0 F,8.25,8.25,1,1,90,0,1,0,1,1,1,0,0,0,4,0,0,6,6,1,0,0,0,3,0,13,10.75,-2.5,0,6,0,0,1.3,6.5,9.5,-3.0,W (Thu),1.75,1.25,0.5
Eberechi Eze,CRY,M,56,Bfred,CRY 1<br/>@LUT 2 F,7.75,7.75,1,1,48,0,1,0,2,1,0,0,0,0,0,1,0,6,4,0,0,0,0,0,0,13,8.75,-1.0,0,0,0,0,1.13,7.5,8.0,-0.5,XXX,0.25,0.75,-0.5
Valentino Livramento,NEW,D,298,Sean,CHE 1<br/>@NEW 4 F,7.5,7.5,1,1,90,0,1,0,0,1,0,0,0,0,3,0,0,7,2,0,0,0,0,1,0,13,8.0,-0.5,0,0,0,0,1.07,6.5,9.0,-2.5,XXX,1.0,-1.0,2.0
Frank Onyeka,BRF,M,182,W (Tue),ARS 1<br/>@BRF 0 F,7.5,7.5,1,1,88,0,0,0,0,1,0,0,0,0,4,0,2,5,7,1,0,0,0,1,0,13,9.25,-1.75,0,2,0,0,1.23,7.0,8.0,-1.0,W (Thu),0.5,1.25,-0.75
Kieran Trippier,NEW,D,5,Badger12,CHE 1<br/>@NEW 4 F,7.25,7.25,1,1,90,0,2,0,0,1,1,0,0,2,1,0,0,6,4,3,0,0,0,1,0,13,9.25,-2.0,0,4,0,0,1.28,5.0,9.0,-4.0,XXX,2.25,0.25,2.0
Enzo Fernandez,CHE,M,57,draft,CHE 1<br/>@NEW 4 F,7.25,7.25,1,1,90,0,0,0,1,0,0,0,0,0,3,1,0,3,4,6,0,0,0,4,0,13,8.25,-1.0,0,2,0,0,1.14,5.5,5.5,0.0,avitek,1.75,2.75,-1.0
Carlton Morris,LUT,F,117,Catts4En,CRY 1<br/>@LUT 2 F,7.25,7.25,1,1,73,0,1,1,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,1,13,2.0,-1.75,1,1,0,0,0.28,8.5,3.0,-0.5,dsb_ff,-1.25,-1.0,-1.25
Kobbie Mainoo,MUN,M,393,W (Tue),MUN 3<br/>@EVE 0 F,7.25,7.25,1,1,71,0,0,0,0,1,0,0,0,0,2,2,1,5,3,2,0,0,0,0,1,13,7.0,-0.75,0,0,0,0,0.97,7.5,7.0,-0.5,W (Thu),-0.25,0.0,-0.25
Fabian Schar,NEW,D,64,xxx,CHE 1<br/>@NEW 4 F,7.0,7.0,1,1,90,0,1,0,1,0,0,0,0,0,1,1,0,5,3,4,0,0,0,1,0,13,7.75,-0.75,0,1,0,0,1.11,5.25,7.25,-2.0,Maddihat,1.75,0.5,1.25
Bruno Guimaraes,NEW,M,72,KFC,CHE 1<br/>@NEW 4 F,7.0,7.0,1,1,90,0,0,0,0,2,0,0,0,0,0,0,0,10,3,7,0,0,0,1,0,13,7.75,-0.75,0,0,0,0,1.11,5.0,6.0,-1.0,avitek,2.0,1.75,0.25
Kyle Walker,MCI,D,107,draft,LIV 1<br/>@MCI 1 F,7.0,7.0,1,1,90,0,1,0,0,0,0,0,0,0,3,2,0,4,1,3,0,0,0,1,0,13,7.25,-0.25,0,0,1,0,1.04,7.5,9.5,-2.0,Kish123,-0.5,-2.25,1.75
John McGinn,AVL,M,24,KFC,AVL 2<br/>@TOT 1 F,7.0,7.0,1,1,88,0,3,0,0,0,1,0,0,1,2,0,0,4,4,4,0,0,0,1,0,13,9.0,-2.0,0,3,0,0,1.29,8.5,11.0,-2.5,Kish123,-1.5,-2.0,0.5
Oliver Norwood,SHU,M,113,ZB,BOU 3<br/>@SHU 1 F,7.0,7.0,1,1,90,0,2,0,0,1,1,0,0,2,0,2,0,5,5,7,0,0,0,3,0,13,9.25,-2.25,0,3,0,0,1.32,6.0,8.0,-2.0,W (Thu),1.0,1.25,-0.25
Ben Davies,TOT,D,280,FA,AVL 2<br/>@TOT 1 F,6.75,6.75,1,1,90,0,0,0,0,2,0,0,0,1,2,3,1,7,6,4,0,0,0,2,0,13,10.25,-1.5,0,0,0,0,1.52,6.25,10.75,-4.5,W (Thu),0.5,-0.5,3.0
Lloyd Kelly,BOU,D,290,W (Tue),BOU 3<br/>@SHU 1 F,6.75,6.75,1,1,45,0,2,0,0,0,0,0,0,1,1,2,0,3,1,4,0,0,0,0,0,13,7.0,-0.25,0,0,0,0,1.04,8.0,8.5,-0.5,W (Thu),-1.25,-1.5,0.25
Joachim Andersen,CRY,D,10,TranzOTF,CRY 1<br/>@LUT 2 F,6.5,6.5,1,1,90,0,0,0,1,1,0,0,0,1,0,3,0,8,2,3,0,0,0,2,0,13,9.0,-0.5,0,0,0,0,1.38,6.75,10.75,-4.0,deceptiv,-0.25,-1.75,3.5
Jefferson Lerma,CRY,M,125,W (Tue),CRY 1<br/>@LUT 2 F,6.5,6.5,1,1,90,0,1,0,1,0,1,0,0,1,1,2,1,3,4,2,0,0,0,2,0,13,8.5,-2.0,0,4,0,0,1.31,6.0,8.0,-2.0,Adam,0.5,0.5,0.0
Vitaly Janelt,BRF,M,95,chukdave,ARS 1<br/>@BRF 0 F,6.5,6.5,1,1,90,0,1,0,0,1,0,0,0,1,2,1,0,5,3,0,0,0,0,1,0,13,7.25,-0.75,0,0,0,0,1.12,8.0,8.0,0.0,W (Thu),-1.5,-0.75,-0.75
Jean-Philippe Mateta,CRY,F,222,W (Tue),CRY 1<br/>@LUT 2 F,6.5,6.5,1,0,9,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,13,6.5,0.0,0,0,0,0,1.0,9.5,9.5,0.0,W (Thu),-3.0,-3.0,0.0
Declan Rice,ARS,M,35,xxx,ARS 1<br/>@BRF 0 F,6.25,6.25,1,1,90,0,1,0,0,0,0,0,0,0,1,2,1,3,1,2,0,0,0,0,1,13,5.5,-0.25,0,0,0,0,0.88,5.5,4.5,0.0,dsb_ff,0.75,1.0,-0.25
Jan-Paul van Hecke,BHA,D,225,W (Tue),BHA 3<br/>@NOT 2 F,6.25,6.25,1,1,90,0,0,0,1,0,0,0,0,0,0,6,2,3,2,7,0,0,0,2,0,13,8.75,-0.5,0,0,0,0,1.4,3.5,7.5,-4.0,W (Thu),2.75,1.25,3.5
Sander Berge,BUR,M,154,W (Tue),WHU 2<br/>@BUR 1 F,6.25,6.25,1,1,90,0,1,0,0,1,0,0,0,1,0,4,2,3,5,2,0,0,0,2,0,13,7.5,-1.25,0,1,0,0,1.2,7.0,7.5,-0.5,W (Thu),-0.75,0.0,-0.75
Dwight McNeil,EVE,M,73,TranzOTF,MUN 3<br/>@EVE 0 F,6.0,6.0,1,1,72,0,1,0,1,1,0,0,0,1,0,0,0,2,2,4,0,0,0,2,0,13,6.5,-0.5,0,0,0,0,1.08,5.5,6.0,-0.5,deceptiv,0.5,0.5,0.0
Dominic Calvert-Lewin,EVE,F,180,xxx,MUN 3<br/>@EVE 0 F,6.0,6.0,1,1,81,0,0,0,3,0,0,0,0,0,0,2,0,3,8,0,0,0,0,3,0,13,8.0,-2.0,0,0,1,0,1.33,7.0,7.5,-0.5,XXX,-1.0,0.5,-1.5
Christian Norgaard,BRF,M,74,draft,ARS 1<br/>@BRF 0 F,6.0,6.0,1,1,90,0,0,0,0,5,0,0,0,0,0,3,0,7,5,2,0,0,0,1,0,13,7.25,-1.25,0,1,0,0,1.21,6.0,6.5,-0.5,deceptiv,0.0,0.75,-0.75
James Garner,EVE,M,79,xxx,MUN 3<br/>@EVE 0 F,6.0,6.0,1,1,90,0,4,0,0,1,0,0,0,0,1,1,0,2,4,1,0,0,0,3,0,13,7.0,-1.0,0,0,0,0,1.17,9.5,10.0,-0.5,Vroom,-3.5,-3.0,-0.5
Pierre-Emile Hojbjerg,TOT,M,295,FA,AVL 2<br/>@TOT 1 F,6.0,6.0,1,0,57,0,0,0,1,3,0,0,0,0,0,0,0,4,4,6,0,0,0,2,0,13,7.0,-1.0,0,1,0,0,1.17,4.5,5.0,-0.5,W (Thu),1.5,2.0,-0.5
Joel Veltman,BHA,D,211,chukdave,BHA 3<br/>@NOT 2 F,6.0,6.0,1,1,90,0,0,0,0,0,0,0,0,0,3,5,1,6,4,3,0,0,0,2,0,13,9.0,-1.0,0,0,0,0,1.5,5.25,9.25,-4.0,W (Thu),0.75,-0.25,3.0
Julian Alvarez,MCI,F,15,Boss,LIV 1<br/>@MCI 1 F,5.75,5.75,1,1,90,0,3,0,0,0,0,0,0,1,0,0,0,4,3,2,0,0,0,1,0,13,6.5,-0.75,0,1,0,0,1.13,8.0,8.5,-0.5,dsb_ff,-2.25,-2.0,-0.25
Alfie Doughty,LUT,M,83,xxx,CRY 1<br/>@LUT 2 F,5.75,5.75,1,1,78,0,1,0,0,1,0,0,0,1,1,0,0,6,5,2,0,0,0,1,0,13,7.0,-1.25,0,1,0,0,1.22,7.5,8.0,-0.5,Vroom,-1.75,-1.0,-0.75
Ryan Christie,BOU,M,49,chukdave,BOU 3<br/>@SHU 1 F,5.75,5.75,1,1,90,0,0,0,1,2,0,0,0,0,0,1,0,7,10,6,0,0,0,1,0,13,8.25,-2.5,0,0,0,0,1.43,4.0,5.0,-1.0,W (Thu),1.75,3.25,-1.5
Orel Mangala,NOT,M,168,W (Tue),BHA 3<br/>@NOT 2 F,5.75,5.75,1,1,90,0,0,0,0,0,0,0,0,0,3,0,1,2,0,3,0,0,0,3,0,13,5.75,0.0,0,0,0,0,1.0,5.0,5.0,0.0,W (Thu),0.75,0.75,0.0
Nicolas Dominguez,NOT,M,207,W (Tue),BHA 3<br/>@NOT 2 F,5.5,5.5,1,1,68,0,1,0,0,1,0,0,0,1,2,0,0,3,2,0,0,0,0,3,0,13,6.0,-0.5,0,0,0,0,1.09,6.5,6.5,0.0,Kish123,-1.0,-0.5,-0.5
Gabriel Osho,LUT,D,292,FA,CRY 1<br/>@LUT 2 F,5.5,5.5,1,1,90,0,0,0,0,0,1,0,0,0,2,8,1,5,4,0,0,0,0,1,0,13,7.5,-2.0,0,5,0,0,1.36,5.0,9.0,-4.0,W (Thu),0.5,-1.5,2.0
Rodri,MCI,M,27,TranzOTF,LIV 1<br/>@MCI 1 F,5.25,5.25,1,1,90,0,1,0,0,3,0,0,0,0,0,1,0,3,5,9,0,0,0,1,0,13,6.5,-1.25,0,0,1,0,1.24,4.0,5.0,-1.0,Vroom,1.25,1.5,-0.25
Son Heung-Min,TOT,F,12,Catts4En,AVL 2<br/>@TOT 1 F,5.0,5.0,1,1,90,0,3,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,0,13,5.75,-0.75,0,0,2,0,1.15,8.0,8.0,0.0,deceptiv,-3.0,-2.25,-0.75
Virgil van Dijk,LIV,D,18,draft,LIV 1<br/>@MCI 1 F,5.0,5.0,1,1,90,0,0,0,1,0,0,0,0,0,0,3,1,2,1,2,0,0,0,1,0,13,5.25,-0.25,0,0,0,0,1.05,2.75,4.75,-2.0,Adam,2.25,0.5,1.75
Bryan Mbeumo,BRF,F,8,tottiand,ARS 1<br/>@BRF 0 F,5.0,5.0,1,1,90,0,2,0,1,0,0,0,0,0,0,2,0,3,5,1,0,0,0,1,0,13,6.25,-1.25,0,1,0,0,1.25,7.0,7.0,0.0,deceptiv,-2.0,-0.75,-1.25
Brennan Johnson,TOT,F,181,Sean,AVL 2<br/>@TOT 1 F,5.0,5.0,1,1,90,0,1,0,2,0,0,0,0,0,0,0,0,2,5,1,0,0,0,2,0,13,6.25,-1.25,0,0,2,0,1.25,7.0,7.0,0.0,deceptiv,-2.0,-0.75,-1.25
Joel Matip,LIV,D,216,W (Tue),LIV 1<br/>@MCI 1 F,5.0,5.0,1,1,90,0,0,0,0,0,1,0,0,0,0,5,4,2,3,2,0,0,0,1,0,13,6.75,-1.75,0,4,0,0,1.35,1.75,6.25,-4.5,Pancake,3.25,0.5,2.75
Charlie Taylor,BUR,D,208,W (Tue),WHU 2<br/>@BUR 1 F,5.0,5.0,1,1,90,0,0,0,0,4,0,0,0,0,1,5,1,5,6,3,0,0,0,2,0,13,8.5,-1.5,0,0,0,0,1.7,2.25,7.25,-5.0,W (Thu),2.75,1.25,3.5
Manuel Akanji,MCI,D,147,W (Tue),LIV 1<br/>@MCI 1 F,4.75,4.75,1,1,90,0,0,0,0,1,0,0,0,0,0,5,0,7,4,2,0,0,0,1,0,13,5.75,-1.0,0,2,0,0,1.21,4.25,6.25,-2.0,dsb_ff,0.5,-0.5,1.0
James Ward-Prowse,WHU,M,16,xxx,WHU 2<br/>@BUR 1 F,4.75,4.75,1,1,90,0,2,0,0,1,0,0,0,2,0,0,0,3,7,2,0,0,0,1,0,13,6.5,-1.75,0,0,0,0,1.37,7.5,8.0,-0.5,Pancake,-2.75,-1.5,-1.25
Harrison Reed,FUL,M,245,FA,WOL 2<br/>@FUL 3 F,4.75,4.75,1,1,90,0,1,0,0,0,0,0,0,0,2,1,0,2,3,5,0,0,0,2,0,13,5.5,-0.75,0,1,0,0,1.16,5.0,5.0,0.0,W (Thu),-0.25,0.5,-0.75
Bryan Gil,TOT,F,399,FA,AVL 2<br/>@TOT 1 F,4.75,4.75,1,1,70,0,1,0,1,0,0,0,0,1,0,0,0,3,3,0,0,0,0,2,0,13,5.5,-0.75,0,1,0,0,1.16,8.0,8.0,0.0,W (Thu),-3.25,-2.5,-0.75
Andreas Pereira,FUL,M,80,Bfred,WOL 2<br/>@FUL 3 F,4.5,4.5,1,1,75,0,1,0,0,1,0,0,0,2,0,0,0,2,2,2,0,0,0,2,0,13,5.0,-0.5,0,1,0,0,1.11,4.5,5.0,-0.5,Pancake,0.0,0.0,0.0
Cole Palmer,CHE,M,42,Boss,CHE 1<br/>@NEW 4 F,4.5,4.5,1,1,74,0,1,0,0,1,0,0,0,0,1,0,1,4,4,0,0,0,0,3,0,13,5.5,-1.0,0,1,0,0,1.22,5.5,6.0,-0.5,Kish123,-1.0,-0.5,-0.5
Jack Harrison,EVE,M,174,ZB,MUN 3<br/>@EVE 0 F,4.5,4.5,1,1,90,0,1,0,1,0,0,0,0,0,1,0,0,3,4,0,0,0,0,3,0,13,5.5,-1.0,0,1,0,0,1.22,6.0,6.0,0.0,4b. DcbB,-1.5,-0.5,-1.0
Jarrad Branthwaite,EVE,D,88,Catts4En,MUN 3<br/>@EVE 0 F,4.5,4.5,1,1,90,0,0,0,0,3,0,0,0,0,3,4,0,6,1,1,0,0,0,3,0,13,8.75,-0.25,0,0,0,0,1.94,4.0,10.0,-6.0,Vroom,0.5,-1.25,5.75
Jeffrey Schlupp,CRY,M,150,W (Tue),CRY 1<br/>@LUT 2 F,4.5,4.5,1,1,79,0,1,0,1,0,0,0,0,0,1,3,0,3,7,0,0,0,0,1,0,13,6.25,-1.75,0,2,0,0,1.39,6.5,7.0,-0.5,Pancake,-2.0,-0.75,-1.25
Gabriel Jesus,ARS,F,140,KFC,ARS 1<br/>@BRF 0 F,4.25,4.25,1,1,65,0,0,0,2,1,0,0,0,0,0,1,0,2,6,0,0,0,0,0,1,13,5.75,-1.5,0,2,1,0,1.35,4.5,5.0,-0.5,Adam,-0.25,0.75,-1.0
Iyenoma Destiny Udogie,TOT,D,145,Sean,AVL 2<br/>@TOT 1 F,4.25,4.25,1,1,90,0,0,0,0,2,0,0,0,0,2,1,0,7,2,0,0,0,0,2,0,13,6.75,-0.5,0,1,0,0,1.59,1.25,5.25,-4.0,Vroom,3.0,1.5,3.5
Ruben Dias,MCI,D,195,draft,LIV 1<br/>@MCI 1 F,4.25,4.25,1,1,90,0,0,0,0,1,0,0,0,0,0,2,1,3,2,5,0,0,0,1,0,13,4.75,-0.5,0,1,0,0,1.12,2.5,4.5,-2.0,W (Thu),1.75,0.25,1.5
Kurt Zouma,WHU,D,170,FA,WHU 2<br/>@BUR 1 F,4.25,4.25,1,1,90,0,0,0,1,1,0,0,0,0,0,1,0,3,1,1,0,0,0,1,0,13,4.5,-0.25,0,0,0,0,1.06,2.75,5.25,-2.5,Pancake,1.5,-0.75,2.25
Nayef Aguerd,WHU,D,136,KFC,WHU 2<br/>@BUR 1 F,4.25,4.25,1,1,90,0,0,0,0,0,1,0,0,0,1,4,0,5,4,7,0,0,0,1,0,13,6.25,-2.0,0,3,0,0,1.47,2.0,6.0,-4.0,W (Thu),2.25,0.25,2.0
Dara O'Shea,BUR,D,160,W (Tue),WHU 2<br/>@BUR 1 F,4.25,4.25,1,1,90,0,1,0,1,1,0,0,0,0,0,6,1,9,6,9,0,0,1,2,0,13,12.75,-6.5,0,1,0,0,3.0,5.5,14.5,-9.0,W (Thu),-1.25,-1.75,2.5
Boubacar Kamara,AVL,M,139,W (Tue),AVL 2<br/>@TOT 1 F,4.0,4.0,1,1,90,0,0,0,1,2,1,0,0,0,1,0,0,4,6,2,0,0,0,1,0,13,6.5,-2.5,0,6,0,0,1.62,3.5,6.0,-2.5,W (Thu),0.5,0.5,0.0
Facundo Pellistri,MUN,M,332,W (Tue),MUN 3<br/>@EVE 0 F,4.0,4.0,1,0,17,0,0,0,1,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,13,4.25,-0.25,0,0,0,0,1.06,3.0,3.0,0.0,W (Thu),1.0,1.25,-0.25
Lesley Ugochukwu,CHE,F,364,FA,CHE 1<br/>@NEW 4 F,4.0,4.0,1,1,68,0,0,0,0,2,1,0,0,0,1,1,0,7,3,0,0,0,0,3,0,13,5.75,-1.75,0,4,0,0,1.44,1.5,3.5,-2.0,W (Thu),2.5,2.25,0.25
William Osula,SHU,F,431,W (Tue),BOU 3<br/>@SHU 1 F,4.0,4.0,1,0,8,0,0,0,1,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,13,4.5,-0.5,0,0,0,0,1.12,5.0,5.0,0.0,W (Thu),-1.0,-0.5,-0.5
Harry Toffolo,NOT,D,127,xxx,BHA 3<br/>@NOT 2 F,3.75,3.75,1,1,90,0,4,0,1,1,1,0,0,1,0,2,0,3,3,0,0,0,0,3,0,13,9.5,-1.75,0,4,0,0,2.53,4.0,12.5,-8.5,4b. DcbB,-0.25,-3.0,6.75
Billy Gilmour,BHA,M,156,W (Tue),BHA 3<br/>@NOT 2 F,3.75,3.75,1,1,76,0,0,0,1,0,0,0,0,0,1,1,0,2,2,0,0,0,0,2,0,13,4.25,-0.5,0,1,0,0,1.13,3.0,3.0,0.0,W (Thu),0.75,1.25,-0.5
Cheick Doucoure,CRY,M,188,W (Tue),CRY 1<br/>@LUT 2 F,3.75,3.75,1,1,53,0,2,0,0,0,0,0,0,0,1,0,0,2,3,2,0,0,0,0,0,13,4.5,-0.75,0,1,0,0,1.2,6.0,6.0,0.0,W (Thu),-2.25,-1.5,-0.75
Milos Kerkez,BOU,D,215,chukdave,BOU 3<br/>@SHU 1 F,3.75,3.75,1,0,45,0,2,0,0,0,0,0,0,0,0,3,1,2,6,2,0,0,0,1,0,13,5.25,-1.5,0,0,0,0,1.4,4.25,6.75,-2.5,W (Thu),-0.5,-1.5,1.0
Chris Wood,NOT,F,223,W (Tue),BHA 3<br/>@NOT 2 F,3.75,3.75,1,1,62,0,1,0,1,0,0,0,1,0,0,1,2,2,6,0,0,0,0,3,0,13,6.25,-2.5,0,2,0,0,1.67,7.0,7.0,0.0,W (Thu),-3.25,-0.75,-2.5
Ehor Yarmolyuk,BRF,M,313,W (Tue),ARS 1<br/>@BRF 0 F,3.75,3.75,1,1,71,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,13,3.25,-0.5,0,1,0,0,0.87,4.0,3.0,0.0,W (Thu),-0.25,0.25,-0.5
Martin Odegaard,ARS,M,26,Catts4En,ARS 1<br/>@BRF 0 F,3.5,3.5,1,1,88,0,1,0,0,0,0,0,0,1,0,0,0,1,4,4,0,0,0,0,1,13,3.5,-1.0,0,1,1,0,1.0,5.0,4.0,0.0,avitek,-1.5,-0.5,-1.0
Leon Bailey,AVL,F,62,ZB,AVL 2<br/>@TOT 1 F,3.5,3.5,1,0,45,0,1,0,1,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,13,4.75,-1.25,0,0,1,0,1.36,6.0,7.0,-1.0,W (Thu),-2.5,-2.25,-0.25
Scott McTominay,MUN,M,77,Sean,MUN 3<br/>@EVE 0 F,3.5,3.5,1,1,90,0,0,0,0,0,0,0,0,0,1,1,0,6,7,0,0,0,0,0,1,13,4.25,-1.75,0,2,0,0,1.21,2.5,2.0,-0.5,dsb_ff,1.0,2.25,-1.25
Emerson,WHU,D,157,ZB,WHU 2<br/>@BUR 1 F,3.5,3.5,1,1,90,0,1,0,0,2,0,0,0,0,0,1,0,4,3,0,0,0,0,1,0,13,4.25,-0.75,0,0,0,0,1.21,4.25,6.25,-2.0,W (Thu),-0.75,-2.0,1.25
Ross Barkley,LUT,M,167,Badger12,CRY 1<br/>@LUT 2 F,3.5,3.5,1,1,90,0,0,0,0,0,1,0,0,0,0,2,0,7,5,7,0,0,0,1,0,13,5.75,-2.25,0,4,0,0,1.64,-0.5,1.5,-2.0,W (Thu),4.0,4.25,-0.25
Zeki Amdouni,BUR,F,115,Catts4En,WHU 2<br/>@BUR 1 F,3.5,3.5,1,1,72,0,1,0,1,1,0,0,0,0,0,1,1,2,9,0,0,0,0,0,1,13,5.75,-2.25,0,1,0,0,1.64,5.5,6.5,-1.0,W (Thu),-2.0,-0.75,-1.25
Luis Sinisterra,BOU,F,244,W (Tue),BOU 3<br/>@SHU 1 F,3.5,3.5,1,0,23,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,13,4.0,-0.5,0,0,0,0,1.14,3.0,3.5,-0.5,W (Thu),0.5,0.5,0.0
Kristoffer Ajer,BRF,D,229,W (Tue),ARS 1<br/>@BRF 0 F,3.5,3.5,1,1,90,0,0,0,0,0,1,0,0,0,1,4,0,7,6,2,0,0,0,1,0,13,6.0,-2.5,0,5,0,0,1.71,2.0,6.0,-4.0,W (Thu),1.5,0.0,1.5
Joao Gomes,WOL,M,209,W (Tue),WOL 2<br/>@FUL 3 F,3.5,3.5,1,1,90,0,2,0,0,1,1,0,1,0,1,0,0,6,6,2,0,0,0,3,0,13,7.0,-3.5,0,6,0,0,2.0,4.5,7.0,-2.5,W (Thu),-1.0,0.0,-1.0
Calvin Bassey,FUL,D,269,FA,WOL 2<br/>@FUL 3 F,3.5,3.5,1,1,90,0,0,0,0,0,0,0,0,0,3,0,0,4,3,5,0,0,0,2,0,13,6.25,-0.75,0,2,0,0,1.79,2.0,6.0,-4.0,W (Thu),1.5,0.25,3.25
Leandro Trossard,ARS,M,143,TranzOTF,ARS 1<br/>@BRF 0 F,3.25,3.25,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,1,13,3.25,-1.0,0,0,1,0,1.0,3.0,2.5,-0.5,Kish123,0.25,0.75,-0.5
Josh Brownhill,BUR,M,67,tottiand,WHU 2<br/>@BUR 1 F,3.25,3.25,1,1,90,0,0,0,0,1,0,0,0,0,2,1,0,3,5,1,0,0,0,2,0,13,4.5,-1.25,0,1,0,0,1.38,3.0,3.5,-0.5,deceptiv,0.25,1.0,-0.75
Edson Alvarez,WHU,M,200,FA,WHU 2<br/>@BUR 1 F,3.25,3.25,1,1,62,0,1,0,0,1,1,0,0,0,2,0,0,4,5,0,0,0,0,1,0,13,5.5,-2.25,0,4,1,0,1.69,4.0,6.5,-2.5,W (Thu),-0.75,-1.0,0.25
Diego Carlos,AVL,D,254,W (Tue),AVL 2<br/>@TOT 1 F,3.25,3.25,1,1,90,0,0,0,0,0,0,0,0,0,1,4,1,2,3,0,0,0,0,1,0,13,4.0,-0.75,0,1,0,0,1.23,2.0,4.0,-2.0,W (Thu),1.25,0.0,1.25
James Tarkowski,EVE,D,21,Boss,MUN 3<br/>@EVE 0 F,3.0,3.0,1,1,90,0,1,0,0,2,0,0,0,0,3,1,0,7,8,1,0,0,0,3,0,13,9.0,-2.0,0,1,0,0,3.0,4.75,11.25,-6.5,Adam,-1.75,-2.25,4.5
Odsonne Edouard,CRY,F,53,draft,CRY 1<br/>@LUT 2 F,3.0,3.0,1,1,79,0,1,0,1,0,0,0,0,0,1,0,0,1,6,0,0,0,0,1,0,13,4.5,-1.5,0,3,1,0,1.5,4.5,5.0,-0.5,Adam,-1.5,-0.5,-1.0
Simon Adingra,BHA,F,55,chukdave,BHA 3<br/>@NOT 2 F,3.0,3.0,1,1,90,0,1,0,0,0,1,0,0,0,1,1,0,4,3,2,0,0,0,2,0,13,4.75,-1.75,0,4,0,0,1.58,3.0,5.5,-2.5,deceptiv,0.0,-0.75,0.75
Rodrigo Bentancur,TOT,M,405,FA,AVL 2<br/>@TOT 1 F,3.0,3.0,1,1,31,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,13,3.0,0.0,0,0,0,0,1.0,3.0,3.0,0.0,avitek,0.0,0.0,0.0
Neco Williams,NOT,D,266,W (Tue),BHA 3<br/>@NOT 2 F,3.0,3.0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,13,3.5,-0.5,0,0,0,0,1.17,5.0,5.0,0.0,W (Thu),-2.0,-1.5,-0.5
Saman Ghoddos,BRF,F,289,KFC,ARS 1<br/>@BRF 0 F,3.0,3.0,1,1,88,0,1,0,0,1,0,0,0,0,0,2,0,3,2,0,0,0,0,1,0,13,3.5,-0.5,0,0,1,0,1.17,3.0,3.0,0.0,W (Thu),0.0,0.5,-0.5
Ryan Yates,NOT,M,238,W (Tue),BHA 3<br/>@NOT 2 F,3.0,3.0,1,0,20,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,13,3.5,-0.5,0,1,0,0,1.17,3.5,3.5,0.0,W (Thu),-0.5,0.0,-0.5
Alexis Mac Allister,LIV,M,153,W (Tue),LIV 1<br/>@MCI 1 F,2.75,2.75,1,1,84,0,0,0,0,1,0,0,0,0,2,0,0,5,10,1,0,0,0,1,0,13,5.25,-2.5,0,1,0,0,1.91,2.5,3.5,-1.0,avitek,0.25,1.75,-1.5
Konstantinos Tsimikas,LIV,D,164,Sean,LIV 1<br/>@MCI 1 F,2.75,2.75,1,1,90,0,1,0,0,1,0,0,0,0,0,3,0,1,2,2,0,0,0,1,0,13,3.25,-0.5,0,0,0,0,1.18,1.75,3.75,-2.0,Adam,1.0,-0.5,1.5
Tyrick Mitchell,CRY,D,99,Catts4En,CRY 1<br/>@LUT 2 F,2.75,2.75,1,1,90,0,0,0,0,0,0,0,0,1,1,4,0,4,2,1,0,0,0,2,0,13,5.25,-0.5,0,1,0,0,1.91,0.0,4.0,-4.0,Pancake,2.75,1.25,3.5
